map,id,register_no,name,date_iso,date_display,date_confidence,lat,lng,coord_precision,type,layer,summary,result,native_groups,sources,notes
military-engagements,sonoma-native-infantry-revolt,,Sonoma Native Infantry Revolt,1840-04,April 1840,month,38.3,-122.46,place,battle,mexican,"Vallejo's own Indian infantry company — ""about 25 selected Indians given Spanish names on the rosters, armed with muskets"" — attempted revolt. ""Many of the number were killed in a fight, and nine were subsequently shot."" A trained indigenous military unit turned against its commanders.",Revolt suppressed — many killed + 9 executed,,"Vallejo, Doc., MS., viii. 192; xiv. 18; xxxiii. 56-7. Bancroft IV, 74.",
military-engagements,clear-lake-massacre-salvador-vallejo,,CLEAR LAKE MASSACRE — Salvador Vallejo,1843,"March 12-13, 1843",range,39.0,-122.8,place,battle,mexican,"LARGEST SINGLE-DAY DEATH TOLL IN CALIFORNIA. Capt. SALVADOR VALLEJO: 70 Californians + 200 auxiliary Indians. 12 soldiers + 30 auxiliaries reached island of ""Moth"" by rafts. Night attack 8-11 PM. 170 INDIANS KILLED. Official report placed island ""near Cape Mendocino"" — actually Clear Lake. Bojorges: real objective was slave-raiding (""to obtain Indian laborers and servants""). Dr. Sandels: attack was ""in the absence of all the fighting men."" Negro deserter ""shot in the back."" Governor ordered investigation — result unknown. Tribes: Mottiyomi, Chiliyomi, Holiyomi, Tuliyomi, Supuyomi, + 4 more.",Massacre — 170 killed; investigation ordered,,"Salvador Vallejo to M.G. Vallejo, Mar 13 (Vallejo Doc. XI.342). Report Apr 1 (XI.354). Governor investigation order Apr 26 (XI.366). Bojorges, Recuerdos, 24-37. Bancroft IV, 162-163.",
military-engagements,chaguanosos-steal-1-200-horses-from-slo,,"Chaguanosos Steal 1,200 Horses from SLO",1840-04,April 1840,month,35.28,-120.66,place,raid,mexican,"CHAGUANOSOS (Shawnees from New Mexico, under Canadian chiefs, in league with trappers). Stole 1,200 horses from San Luis Obispo. ""Well armed, ready for any kind of profitable adventure."" Pursuers from LA saw ""the foe retiring deliberately and independently"" but ""thought it imprudent to risk a conflict, especially when they saw that among the Chaguanosos there were more Americans than Indians.""",Raiders escaped unchallenged — Mexicans too afraid to attack,,"Dept. St. Pap., Angeles, MS., iv.72,88. Bancroft IV, 77.",
military-engagements,indian-attacks-near-san-diego,,Indian Attacks near San Diego,1837,1837,year,32.76,-117.08,place,battle,mexican,Late-period indigenous military action near San Diego. Juana Machado's firsthand account describes continued frontier violence in the Mexican period.,Continued frontier violence,,"Juana Machado account (Beebe & Senkewicz, pp. 413–419).",
military-engagements,indian-attacks-near-guadalupe,,Indian Attacks near Guadalupe,1840,1840,year,34.97,-120.57,place,battle,mexican,Late frontier violence near Guadalupe (Santa Barbara County). José Luciano Espinosa and María Gracia accounts describe indigenous raids in the final years before American conquest.,Late-period frontier raids,,"Espinosa & María Gracia accounts (Beebe & Senkewicz, pp. 420–427).",
military-engagements,reg-89-castillo-de-san-joaquin-fires-on-the-saturnina-f,89,Castillo de San Joaquín fires on the Saturnina (friendly fire),1792-09-10,"September 10, 1792",exact,37.8106,-122.473,place,defense,maritime,"Earliest known shore-battery firing at San Francisco. Hermenegildo Sal's guard sighted a sail at 8 a.m. and fired a warning shot; getting no reply, manned the Cantil Blanco battery (8 cannon — the future Castillo de San Joaquín / Fort Point) intending to sink her, and fired 8 cannon-shots from 11 a.m. until 5 p.m. Pilot Juan Carrasco then identified her as the Spanish navy schooner Saturnina, carrying Bodega y Quadra's Nootka dispatches, driven in for water.",Friendly-fire blunder — predates the 1803 Lelia Byrd as a battery-fires-on-ship episode,,C-A 55 i.304–5 / scan n68–69 (Doc 135). ⚠ Check Bancroft.,
military-engagements,reg-90-english-ships-at-bodega-bay-indian-intelligence,90,English ships at Bodega Bay (Indian intelligence),1792-10-08,"October 8, 1792",exact,38.332,-123.05,place,standoff,maritime,"An Indian ""de las Islas"" reports two ships at Puerto de la Bodega, ashore 4 days taking water and wood, hunting deer, and trading otter skins for cattle; the sailors believed English. Sal to Arrillaga. Foreign use of unguarded Bodega as the back door to SF Bay during the Nootka-crisis / Vancouver season. Related to #41 (1793 English ship at Bodega with cannons on land).",Coastal-defense intelligence — consecutive-year foreign presence at the bay Spain meant to occupy,,C-A 55 i.296 / scan n66–67 (Doc 129).,
military-engagements,reg-100-the-sochem-engagement,100,"The ""Sochem"" engagement",1795-04,April 1795,month,32.08,-116.29,place,battle,phase2,"After gentiles killed a Christian Indian of Mission San Miguel, an alférez + 5 soldiers seized 3 of the killers; on the return ~300 armed Indians attacked the patrol. The soldiers killed 1, wounded 2 and withdrew, but the alférez's horse was killed and the 3 captives escaped. Grajera then fortified against a feared assault on the mission.",Spanish arrest-raid repelled — captives escaped,,"C-A 7 Doc 567 (E29), tomo xiii.507–9. ⚠ Location inferred (San Miguel de la Frontera, SD/Baja district).",
military-engagements,reg-101-san-luis-obispo-indian-conspiracy,101,San Luis Obispo Indian conspiracy,1794-09,September 1794,month,35.276,-120.67,place,standoff,phase2,"A thwarted mission uprising: instigators Miguel and Marito used beads as recruitment currency; La Purísima gentiles were jailed and set to forced labor; the commandant downplayed it. Part of the 1794 unrest arc with the Santa Clara / SF crisis (#43); recurs in Arrillaga's ""Estado de las Californias"" (ringleaders sent to SF-fort forced labor).",Conspiracy suppressed,,C-A 7 Docs 166/171/173–174 (E9).,
military-engagements,reg-92-the-charquin-uprising-at-mission-san-francisco,92,The Charquín uprising at Mission San Francisco,1792,ca. 1792–93,range,37.762,-122.425,place,battle,phase2,"The Christian Indian Charquín rebelled at Mission San Francisco, took up arms against the mission Christians, and held ~20 mission women and children captive in the sierra; reported by Sgt. Miguel Pacheco. An early-1790s armed mission revolt led by a baptized Indian — a precursor to the Bay Area resistance cluster (#7 / #9).",Founding-era indigenous mission revolt,,C-A 55 vii.61–62 (Doc 212 Nº3).,
military-engagements,reg-91-capture-execution-of-the-outlaw-pomponio,91,Capture & execution of the outlaw Pomponio,1820,1820–24 (sentence 6 Feb 1821),range,38.1074,-122.5697,place,battle,mexican,"From Ignacio Martínez's hoja de servicios: with only a cabo + 2 soldiers he ran down and captured the cimarrón Christian José/Pomponio at the cañada de Novato after a firefight (one comrade wounded). Guilty of ""innumerables robos, homicidios"" (one victim a soldier), Pomponio was shot at Monterey by government order. The death sentence survives in C-A 17 Doc 389, a Consejo de Guerra condemning him for killing soldado Manuel Varela.",Spanish counter-banditry — Pomponio executed at Monterey,,C-A 18 LXVI.962–3 / n418–19 (Doc 365); C-A 17 Doc 389. ⚠ Date discrepancy — the standard account dates the execution Sept 1824; Savage's copy dates the sentence Feb 1821.,
military-engagements,reg-93-the-solis-revolt,93,The Solís Revolt,1829-11,November 1829,month,36.605,-121.9,place,battle,mexican,"A convict-sergeant pronunciamiento: presidiario Sgt. Joaquín Solís and subcomisario José Mª Herrera seized Monterey against Gov. Echeandía; marched south; the SF garrison fired a salute and raised the flag to welcome them; defeated at Santa Bárbara (Pacheco's counter-revolution). Leaders deported to San Blas on the Volunteer. Prosecution built a ""revolución por España"" charge and named a foreign-merchant circle (Hartnell/Spence/Anderson/Stearns) on both sides.",Mexican-period military coup — suppressed; leaders deported,,C-A 19 Docs 20/80/90/128/145–149 + defector register (Doc 224).,
military-engagements,reg-94-post-victoria-civil-war-avila-sanchez-vs-zamoran,94,Post-Victoria Civil War (Ávila/Sánchez vs. Zamorano),1832,1832,year,34.0522,-118.2437,place,battle,mexican,"After Gov. Victoria's overthrow, Vicente Sánchez and the convict José Antonio Ávila armed a band of presidiarios (weapons from Santa Bárbara) against Zamorano's northern faction. Ávila's party split from Sánchez past San Buenaventura and surrendered at Mission Santa Inés; dismissed under the 25 Apr 1832 amnesty. The endpoint of the Solís→anti-Victoria arc.",North–south factional war — amnestied,,C-A 19 Docs 183/217–218.,
military-engagements,reg-95-estanislao-campaign-atrocity-inquiry,95,Estanislao-campaign atrocity inquiry,1829-10,October 1829,month,37.338,-121.88,place,raid,mexican,"Fiscal Ignacio Martínez investigates Indians of San José and Santa Clara killed on a punitive expedition under an alférez ""de Vallejo"" (⚠ likely M. G. Vallejo), including an elderly gentile woman killed by a Monterey soldier — ""no le es permitido á ninguna persona atacar á los del sexo femenino."" Inferred to be the aftermath of Vallejo's May–June 1829 Estanislao campaign.",Reprisal inquiry,,C-A 19 Doc 47. ⚠ Estanislao linkage inferred.,
military-engagements,reg-96-pursuit-killing-of-the-fugitive-valerio,96,Pursuit & killing of the fugitive Valerio,1828-01,January 1828,month,34.58,-119.85,place,raid,mexican,"Alf. Rodrigo del Pliego's hoja de servicios: caught the cimarrón Indian Valerio ""herido de un balazo, de cuyas resultas murió luego,"" 19 Jan 1828. Almost certainly the noted Santa Bárbara-region fugitive neophyte Valerio.",Spanish counter-fugitive killing,,C-A 19 Doc 87. ⚠ Identity/location inferred (SB backcountry).,
military-engagements,reg-97-pacification-of-the-mission-san-fernando-indians,97,Pacification of the Mission San Fernando Indians,1828-07,July 1828,month,34.272,-118.461,place,raid,mexican,"Del Pliego's record: with 20 men, captured the cabecillas and brought them prisoner to Santa Bárbara (21 Jul 1828).",Ringleaders captured,,C-A 19 Doc 87.,
military-engagements,reg-98-san-diego-indian-uprising-conspiracy,98,San Diego Indian-uprising conspiracy,1833,1833,year,32.678,-117.24,place,standoff,mexican,"A planned assault on the SD presidio — ""acabar con los blancos p[ar]a ser independientes, y gobernarse ellos mismos"" — extending to the missions up to San Gabriel. Ringleaders Molina and Tesochi got 2 years (attenuated for ""ignorancia""); the authorities conceded ""la probabilidad de los malos tratamientos"" as motive. Figueroa confirmed 22 Nov 1833.",Indigenous self-government conspiracy — suppressed,,C-A 19 Doc 206.,
military-engagements,reg-99-new-mexico-horse-thief-expedition-into-the-tular,99,New Mexico horse-thief expedition into the Tulares,1833-02,February 1833,month,35.38,-119.4,place,raid,mexican,"After New Mexico ""aventureros/ladrones"" (allied with Tulares gentiles) drove off ~1,000 head (incl. 108 mules from Mission San Miguel; SLO stock recovered near Arroyo Grande), Gov. Figueroa ordered a 15-cavalry punitive expedition under Alf. Dámaso Rodríguez ""á perseguir y destruir"" the band. An early Old-Spanish-Trail horse-raiding record.",Interior counter-raiding,,C-A 19 Docs 227–232/247.,
military-engagements,reg-82-felipe-briones-killed-at-cerro-de-bolbones,82,Felipe Briones killed at Cerro de Bolbones,1840-01,January 1840,month,37.8816,-121.9142,place,battle,mexican,Felipe Briones killed trying to recover horses from Indians near the Cerro de Bolbones (Mt Diablo area).,Californio killed in horse-recovery fight,,"Vallejo, Doc., MS., ix. 20. Bancroft IV, 76 n70.",
military-engagements,reg-83-martinez-defeats-indians-near-mt-diablo,83,Martínez defeats Indians near Mt Diablo,1840-02,February 1840,month,37.9,-121.85,place,battle,mexican,"Lt. Martínez defeated Indians near Mt Diablo, ""Marsh with other Americans rendering valuable service."" Report dated Feb 7.",Californio/American victory,,"Bancroft IV, 76 n70.",
military-engagements,reg-86-sutter-s-indian-executions,86,Sutter's Indian executions,1840,1840,year,38.5725,-121.4744,place,raid,mexican,"Indians surrendered at a lake 30 mi south of the fort; ""14 were put to death."" Vallejo says a force of Californians sent to the valley multiple times rescued captives and took ~80 prisoners.",New Helvetia summary executions,,"Bancroft IV, 131 n31.",
military-engagements,reg-87-cochrane-squadron-raid-on-mission-todos-santos,87,Cochrane squadron raid on Mission Todos Santos,1822,"1822 (⚠ Savage ""1823 Mar 30"")",circa,23.4467,-110.2233,place,battle,maritime,"Ships of ""la Escuadra del Lord Cochrane"" entered Cabo de Cortés and attacked Mission Todos Santos at night; the inhabitants defended themselves, killing the lieutenant + 4 men, mortally wounding 3, and capturing the rest — a 13-man landing party. Gov. Solá ordered church silver withdrawn from the coast.",Independence-era foreign naval raid repelled,,C-A 54 ii.456+ / scan n211–212 (Doc II-51). ⚠ Reconcile year (Cochrane's Pacific ops ~1822).,
military-engagements,reg-88-ambush-near-san-vicente-santa-catalina,88,Ambush near San Vicente / Santa Catalina,1800,ca. 1800–05 (⚠ year TBD),range,31.33,-116.25,place,battle,phase2,"An escort transporting 5 captured Indians was ambushed: 2 soldiers killed — Juan Camacho + one other — beaten on the head with stones, their muskets found loaded but broken; the prisoners escaped; the bodies buried at San Vicente. Distinct from #37 (the 1804 Santa Catalina Spanish victory).",Indigenous tactical success / Spanish defeat,,C-A 54 iv.346–9 / scan n468–470. ⚠ Pin the exact year.,
military-engagements,reg-5-spanish-yuma-punitive-campaign,5¾,Spanish Yuma Punitive Campaign,1782-09,Sep–Oct 1782,range,32.73,-114.62,place,battle,yuma,"Neve and Capt. José Antonio Romeu (108 men) march down the Colorado; Romeu with 40 men and 12 Indian allies (Jalchedunes/Cocomaricopas) routs the Yuma cavalry ('crecida mortandad'), 4 soldiers wounded; Fages escorts the rescued captives. An abortive plan to re-fortify the crossing follows. Neve's 'Antecedentes de una mortandad' names the revolt's causes: gifts withheld from Palma, women seized, mules destroying the mesquite.",Spanish reprisal after the 1781 Yuma victory,Quechan (Yuma); Jalchedun; Cocomaricopa,"Prov. Rec. (C-A 22), survey Entry 25",
military-engagements,reg-45-tule-balsa-shipwreck-at-the-farallones,45,Tule balsa shipwreck at the Farallones,1794,1794,year,37.699,-123.003,place,event,phase2,"Mission San Francisco Indians navigated by sea in tule balsas to evangelize gentiles on the opposite shore; currents carried one balsa onto the Farallones, where 2 of the 4 Indians drowned. Not a military engagement — an indigenous open-water navigation datum at the Bay mouth.",Maritime accident — 2 drowned,,"Prov. St. Pap. (C-A 7), n29, pp. 72–73",
military-engagements,reg-103-horse-theft-raid-punitive-expedition-140-head-ca,103,Horse-theft raid & punitive expedition (140-head caballada),1824-06,Jun–Jul 1824,range,36.5,-121.2,conjectural,raid,mexican,"'Indios malhechores' drove off a caballada of 140 head from the national rancho; Gov. Argüello sent Alf. Santiago Argüello with 34 troops to punish the raiders and the rancherías that harbor them ('por cortar de raiz los daños'). In a related San Diego–frontier action, 14 of 15 neophyte auxiliaries who fought were killed, and ~40 raiders later burned a San Diego rancho.",Stock raid + collective punishment,,"Dep. Rec. (C-A 46), Doc 97; Doc 88","Rancherías not located in the abstract — pin placed in the Monterey-district interior, conjectural. Verbatim re-read flagged in the register."
military-engagements,reg-104-surrender-of-the-spanish-squadron-at-monterey,104,Surrender of the Spanish squadron at Monterey,1825-04-27,Apr–May 1825,range,36.605,-121.89,place,event,mexican,"The Spanish ship-of-the-line Asia and brig Constante — Spain's last Pacific force after the loss of Peru — put into Monterey and capitulated to the Mexican Nation, their crews swearing 'el solemne juramento de sujetarse á las leyes de los Estados Unidos Mejicanos.' Argüello tapped the Asia's powder to arm the near-empty San Francisco and Monterey batteries; pilot Juan Malarín carried the acta de Capitulación to Mexico City.",Naval capitulation (no combat),,"Dep. Rec. (C-A 46), Docs 49–52, 102; cf. Bancroft, Hist. Cal., III",
military-engagements,reg-105-the-anti-victoria-revolt-the-cahuenga-encounter,105,The anti-Victoria revolt — the Cahuenga encounter,1831-12,Nov 1831–Feb 1832,range,34.128,-118.357,place,battle,mexican,"California's first successful gubernatorial overthrow. The Plan of San Diego (29 Nov 1831) pronounced against Gov. Manuel Victoria 'por recobrar la representación popular'; Victoria was wounded at the Cahuenga encounter ('estado moribundo') and deported on the Pocahontas. The interregnum then splintered — the Diputación installed Pío Pico, Los Angeles proclaimed Echeandía, Zamorano rose in the north — 'casi inevitable el derramamiento de sangre.'",Rebel victory — the governor deposed,,"Leg. Rec. (C-A 59), Docs 37, 40–53","Pin at Cahuenga Pass, the revolt's one armed encounter; the movement spanned San Diego to Monterey. Verbatim re-read flagged."
military-engagements,reg-106-the-anti-micheltorena-revolt-cahuenga-providenci,106,The anti-Micheltorena revolt — Cahuenga/Providencia,1845-02,1844–Feb 1845,range,34.156,-118.34,place,battle,mexican,"The last Californio overthrow of a Mexican-appointed governor. The Asamblea Departamental 'desconoce la autoridad… de M. Micheltorena,' charging his 'relaciones secretas con el extranjero Sutter' (Sutter marched for Micheltorena; M.G. Vallejo corresponded against him). Micheltorena and his cholo battalion were defeated and expelled after the Battle of Cahuenga/Providencia, installing the native-born Pío Pico as California's last Mexican governor.",Rebel victory — Micheltorena expelled,,"Leg. Rec. (C-A 61), Docs 19, 24",The Sutter alliance prefigures the American takeover 16 months later. Verbatim re-read flagged (incl. the deposition-session date).
military-engagements,reg-107-ambush-of-the-san-diego-pursuit-party-dominican,107,Ambush of the San Diego pursuit party (Dominican frontier),1824-06-21,21 Jun 1824,exact,32.2,-116.6,conjectural,battle,frontera,"A San Diego troop detachment pursuing Dominican-mission cimarrones (runaway neophytes) was ambushed on the Baja frontier; the action left 15 Indians dead, including a leader from Mission San Miguel — a frontier engagement in the same season as the Chumash Revolt further north.",Indigenous tactical victory over a presidial party,,"Dep. St. Pap. (C-A 27), doc 43 (n36)","Ambush site not located in the abstract — pin placed on the Dominican-mission frontier, conjectural."
military-engagements,reg-108-gentile-attack-on-mission-neophytes-21-neophytes,108,Gentile attack on mission neophytes — '21 neophytes killed',1826,1826,year,33.0,-116.5,conjectural,raid,frontera,"A report of 21 neophytes killed by gentiles on the interior frontier of the San Diego district — evidence for the raiding-economy pressure on mission populations in the 1820s, and for inter-indigenous violence between mission and independent communities.",Gentile raid — 21 neophytes killed,,"Dep. St. Pap. (C-A 27), doc 134",Location not given in the abstract — conjectural pin in the SD interior.
military-engagements,reg-109-martinez-s-campana-en-los-rios,109,Martínez's 'campaña en los Ríos',1827,1827,year,37.95,-121.5,area,battle,mexican,"Ignacio Martínez's 1827 campaign into the Delta rivers against the runaway and rebel Indians of Missions San José and Santa Clara — 2 soldiers killed. The precursor operation to the 1829 Estanislao campaigns, in the same theater.",Early Delta campaign — 2 soldiers killed,,"St. Pap., Missions & Colonization (C-A 53), Doc 8, tomo pp. 21–23",
military-engagements,reg-111-vallejo-s-sanchez-s-punitive-horse-raid-expediti,111,Vallejo's & Sánchez's punitive horse-raid expeditions,1829-04,Apr 1829,month,36.7,-121.1,conjectural,raid,mexican,"Stock-raid reprisal operations by Vallejo and Sánchez in the Monterey district interior, mounted while the Monterey troops were destitute (the pay-mutiny backdrop, six months before the Solís revolt).",Spanish-Mexican reprisal expeditions,,"Dep. Rec. (C-A 48), Doc 31",Routes not located in the abstract — conjectural pin in the Monterey interior.
military-engagements,reg-112-the-great-1840-horse-raid-campaign-agua-de-ramon,112,The great 1840 horse-raid campaign ('agua de Ramón'),1840-05,May–Jun 1840,range,34.31,-117.47,area,raid,mexican,"A multi-week mounted campaign, not a single skirmish. Chaguanosos drove off three mare-herds from Mission San Gabriel (14 May); the LA vecino-militia mobilized (13→36 men, 4 muskets, 19 lances); Ignacio Palomares's ~23-man party was routed; relief columns held the Puerta del Cajón and recovered the herds at the 'agua de Ramón' surprise. Leandri's report: the rearguard was '20 hombres Ciudadanos de los Estados Unidos; pero tenían á más otra gente,' driving 1,000+ head, ~1,500 driven to death in flight.",Raiders routed one militia party; herds recovered at agua de Ramón,Chaguanoso (mixed raiding bands),"Dep. St. Pap., Angeles (C-A 34), E29 (Docs 1285–1293, 1305–1308, 1321, 1336)","Pin at Cajon Pass, the campaign's hinge; 'agua de Ramón' itself is unlocated (secondary lit puts the fight at Resting Springs — the partes' 'Ramón' is a datum to weigh vs Bancroft IV:77, not to harmonize)."
military-engagements,reg-113-plaza-firefight-alvarado-civil-war,113,Plaza firefight (Alvarado civil war),1838,1838,year,34.42,-119.7,conjectural,battle,mexican,"Californio-vs-Californio action of the 1838 civil war (the Alvarado–Carrillo contest for the governorship): per José Castro's abstracted report, a 160-man force garrisoning 'la plaza' abandoned it by night after a 2-day continuous firefight with only 1 dead, pursued by cavalry; two bronze cannon at the Castillo were transferred to José Estrada.",Garrison abandoned 'la plaza' after a 2-day firefight,,"Dep. St. Pap., Monterey (C-A 43), Doc 4 (n420, tomo 41)",'La plaza' is not named on the leaf — probably Santa Bárbara or a southern plaza. Conjectural pin; transcribe the parte before locating or quoting.
military-engagements,reg-114-ibarra-s-punitive-battle-at-santa-isabel-veinte,114,Ibarra's punitive battle at Santa Isabel ('veinte pares de orejas'),1826,1826,year,33.11,-116.67,place,battle,frontera,"A punitive action against ~100 or more hostile Indians, routed 4 leguas to San Felipe with Kumeyaay/Cahuilla auxiliaries; 28 killed, '20 pares de orejas' cut from the dead as proof, plus a prisoner summarily executed.",Spanish-Mexican punitive victory — 28 killed,Kumeyaay; Cahuilla,"Dep. St. Pap. Ben., Pref. y Juzg. (C-A 42), Doc 914 (Expanded Entry 26)",Abstract — transcribe the parte before quoting the orejas line.
military-engagements,reg-115-jose-castro-s-120-man-northern-expedition-contra,115,José Castro's 120-man northern expedition 'contra los bárbaros',1839-05,May 1839,month,38.6,-121.4,conjectural,raid,mexican,A late-Mexican state campaign against interior raiders — 120 men under Castro 'contra los bárbaros que invaden los puntos del norte.',State campaign (outcome not recorded in the abstract),,"Dep. St. Pap. Ben., Pref. y Juzg. (C-A 42), Doc 1228",'Los puntos del norte' unlocated — conjectural pin on the northern frontier.
military-engagements,reg-116-the-gavilan-hawk-s-peak-standoff,116,The Gavilán (Hawk's Peak) standoff,1846-03,Mar 1846,month,36.76,-121.505,exact,standoff,mexican,"Frémont fortifies Gavilán Peak and raises the US flag; Castro musters the militia at San Juan; Frémont withdraws north by night without an engagement — the armed face-off that preceded the conquest by three months, with the prefecture's intelligence file (the Guerrero/neophyte-Antonio reports on the '200 armed foreigners').",Standoff — Frémont withdrew without an engagement,,"Dep. St. Pap. Ben., Pref. y Juzg. (C-A 42), Docs 361–363 (Expanded Entry 22)",
military-engagements,reg-117-the-rancho-san-francisco-killing-of-18-indios-la,117,The Rancho San Francisco killing of 18 'indios ladrones',1846-03,1846,year,34.44,-118.62,place,event,mexican,"Twenty-one armed Indians were disarmed 'mañosamente,' revolted with stones and knives, and were shot — 18 dead, 2 wounded, 1 escaped: the anti-raiding apparatus at its most lethal, weeks before the conquest.",18 Indians killed,,"Dep. St. Pap. Ben., Pref. y Juzg. (C-A 42), Doc 1219 (n412)",District-court abstract — verify vs leaf before quoting.
military-engagements,reg-118-san-pedro-martir-indian-revolt-dominican-frontie,118,San Pedro Mártir Indian revolt (Dominican frontier),1796-09,Sep 1796–Aug 1797,range,30.85,-115.47,place,revolt,frontera,"Mission Indians revolt ('el alboroto'); the officer blamed for causing it is imprisoned at San Vicente on Borica's approval; rebels are seized and prosecuted via sumaria (Bernal spends 24 days at the mission); the investigation runs into 1797 (declarations of the indio José Manuel, later freed); the mission's interpreter is killed by mid-1797.",Revolt suppressed judicially; the blamed officer imprisoned,,"Prov. Rec. (C-A 24), Docs 308 (Sav 266), 309 (Sav 267), 321 (Sav 279), 328","A revolt + judicial-military response arc, not a field battle."
military-engagements,reg-119-rio-colorado-engagement-atacar-la-fuerza-con-la,119,Río Colorado engagement ('atacar la fuerza con la fuerza'),1796-11-17,reported 17 Nov 1796,circa,32.5,-114.8,conjectural,battle,frontera,"The commander, met with insults from 'una colonia numerosa' of Indians on all sides in bad terrain, 'se vió precisado á atacar la fuerza con la fuerza.' Losses: Spanish, a mule and 7–8 horses; Indian, 7 gandules killed. Reported to the Viceroy as proof the Sonora communication could not be secured without real garrisons; the Viceroy later reviewed a printed account of the engagement.",Spanish column fought through — 7 Indians killed,,"Prov. Rec. (C-A 24), Doc 313 (n270, Sav 271, tomo p. 697)",Site unlocated — conjectural pin near the lower Colorado. Abstract — transcribe before quoting.
military-engagements,reg-120-punitive-battle-near-san-juan-bautista-death-of,120,Punitive battle near San Juan Bautista — death of captain 'Talholostl'[?],1798-11-21,21 Nov 1798,exact,36.9,-121.5,area,battle,phase2,"Gentiles 'de la otra banda' killed 5 Indians and 2 women of the mission rancherías; Borica sent Sgt. Macario Castro with 10 cuera soldiers, 8 Christian Indians, and 24 aggrieved gentiles; the column caught the malefactors, killed the enemy captain 'Talholostl'[?], recovered 2 women, and captured 2 — a mixed Spanish–Native punitive force whose gentile allies were the majority.",Punitive column killed the enemy captain,,"Prov. Rec. (C-A 24), Sav 430 (probe n431) — Borica → Viceroy, 'Pelea con Indios'",The indigenous name is uncertain on the leaf — verbatim transcription needed.
military-engagements,reg-121-the-jacum-battle-capitanejo-charagui-defeats-the,121,The Jacum battle — capitanejo Charagui defeats the San Diego column,1837-05,May 1837,month,32.617,-116.19,place,battle,frontera,"Twenty-five soldados and 50 gentiles auxiliares struck Jacum; 'el capitanejo Charagui… cargó con toda su gente y rodeando nuestras tropas nos las hicieron retirar, hiriéndonos á 9 soldados y 17 indios de los auxiliares… quedó el campo pr los enemigos.' The raiders had already run off the Misión San Diego caballada. Embedded in Zamorano's extermination-rhetoric letter; aftermath, Alvarado ordered all aid to Capt. Portilla for the pursuit (Aug 1837).",Indigenous victory — the field held by Charagui's force,,"Dep. St. Pap., Angeles (C-A 37), Doc 188 (n87–n90, Sav 86–89, orig. pp. 420–424); aftermath Doc 193",Charagui's people are named only as gentiles of the Jacum region in the abstract.
military-engagements,ref-mission-san-diego-de-alcala,,Mission San Diego de Alcalá,,,exact,32.7534,-117.1963,exact,mission,missionLayer,1769. First mission.,,,,
military-engagements,ref-presidio-of-san-diego,,Presidio of San Diego,,,exact,32.6734,-117.2428,exact,presidio,missionLayer,1769. Punta de Guijarros battery.,,,,
military-engagements,ref-mission-san-juan-capistrano,,Mission San Juan Capistrano,,,exact,33.5017,-117.6628,exact,mission,missionLayer,1776.,,,,
military-engagements,ref-mission-santa-barbara,,Mission Santa Bárbara,,,exact,34.4373,-119.7143,exact,mission,missionLayer,1786. Presidio 1782.,,,,
military-engagements,ref-mission-san-fernando,,Mission San Fernando,,,exact,34.1531,-118.4625,exact,mission,missionLayer,1797.,,,,
military-engagements,ref-mission-san-gabriel,,Mission San Gabriel,,,exact,34.0567,-118.1276,exact,mission,missionLayer,1771.,,,,
military-engagements,ref-mission-san-luis-obispo,,Mission San Luis Obispo,,,exact,35.2828,-120.6596,exact,mission,missionLayer,1772.,,,,
military-engagements,ref-mission-san-miguel,,Mission San Miguel,,,exact,35.7553,-120.6962,exact,mission,missionLayer,1797.,,,,
military-engagements,ref-mission-la-purisima-concepcion,,Mission La Purísima Concepción,,,exact,35.3746,-120.4364,exact,mission,missionLayer,1787.,,,,
military-engagements,ref-mission-santa-ines,,Mission Santa Inés,,,exact,34.7361,-120.4364,exact,mission,missionLayer,1804.,,,,
military-engagements,ref-mission-san-juan-bautista,,Mission San Juan Bautista,,,exact,36.8446,-121.5385,exact,mission,missionLayer,1797.,,,,
military-engagements,ref-mission-santa-cruz,,Mission Santa Cruz,,,exact,36.9741,-122.027,exact,mission,missionLayer,1791.,,,,
military-engagements,ref-mission-santa-clara,,Mission Santa Clara,,,exact,37.3544,-121.9692,exact,mission,missionLayer,1777.,,,,
military-engagements,ref-mission-san-jose,,Mission San José,,,exact,37.5293,-121.9178,exact,mission,missionLayer,1797.,,,,
military-engagements,ref-mission-san-francisco-de-asis-dolores,,Mission San Francisco de Asís (Dolores),,,exact,37.775,-122.427,exact,mission,missionLayer,1776.,,,,
military-engagements,ref-presidio-of-san-francisco,,Presidio of San Francisco,,,exact,37.7862,-122.4572,exact,presidio,missionLayer,1776.,,,,
military-engagements,ref-presidio-of-monterey,,Presidio of Monterey,,,exact,36.6002,-121.8947,exact,presidio,missionLayer,1770. Capital.,,,,
military-engagements,ref-presidio-of-santa-barbara,,Presidio of Santa Bárbara,,,exact,34.3933,-119.6946,exact,presidio,missionLayer,1782.,,,,
military-engagements,ref-mission-san-rafael,,Mission San Rafael,,,exact,37.9735,-122.5311,exact,mission,missionLayer,1817. Site selected by Moraga.,,,,
military-engagements,ref-fort-ross-russian,,Fort Ross (Russian),,,exact,38.5133,-123.2442,exact,mission,missionLayer,1812. Russian-American Company.,,,,
military-engagements,label-san-diego,,San Diego,,,exact,32.7157,-117.1611,exact,settlement,modernLayer,,,,,
